Customer_ID,Age,Gender,Privacy,tenure,Region
A810232334,57,F,Y,12,Trentino-Alto Adige
A810232342,63,F,Y,12,Friuli-Venezia Giulia
A810232349,52,F,Y,12,Emilia-Romagna
A81020146,63,F,Y,15,Lombardia
A810232384,79,F,N,12,Molise
A810232386,66,F,Y,12,Calabria
A810232387,66,F,Y,12,Lombardia
A810232397,60,F,Y,12,Umbria
A810232412,51,F,N,12,Veneto
A810232429,68,F,Y,12,Piemonte
A810232455,56,F,Y,12,Piemonte
A810232458,33,M,N,12,Lombardia
A810232464,60,F,Y,12,Friuli-Venezia Giulia
A810232465,56,F,N,12,Puglia
A810232466,57,F,Y,12,Liguria
A810232467,55,F,Y,12,Puglia
A810232498,60,F,Y,12,Piemonte
A810232518,63,F,N,12,Lombardia
A810232542,53,F,Y,12,Piemonte
A810232545,66,F,N,12,Calabria
A810232594,60,F,Y,12,Emilia-Romagna
A810232612,53,F,Y,12,Campania
A810232637,63,F,Y,12,Lazio
A810232663,51,F,Y,12,Lombardia
A810232722,70,F,Y,12,Umbria
A810232776,58,F,Y,12,Toscana
A810232783,42,F,N,12,Campania
A810232838,88,F,Y,12,Piemonte
A810232860,55,F,Y,12,Calabria
A81020196,60,F,Y,15,Lombardia
A810232870,57,F,Y,12,Toscana
A81020198,79,F,Y,15,Veneto
A810232895,73,F,Y,12,Liguria
A810232912,43,F,N,12,Toscana
A810232915,69,F,Y,12,Veneto
A810232976,70,F,N,12,Lazio
A810232996,70,F,Y,12,Sardegna
A810233105,68,F,Y,12,Trentino-Alto Adige
A810233115,70,F,Y,12,Puglia
A810233149,65,F,Y,12,Abruzzo
A810233154,84,F,Y,12,Piemonte
A810233204,76,F,Y,12,Lazio
A810233235,53,F,N,12,Sicilia
A810233249,37,F,Y,12,Campania
A810233269,78,F,N,12,Friuli-Venezia Giulia
A810233280,73,F,N,12,Emilia-Romagna
A810233329,67,F,Y,12,Campania
A810233330,65,F,Y,12,Veneto
A810233337,50,F,Y,12,Lombardia
A810233343,78,F,Y,12,Emilia-Romagna
A810233348,51,F,Y,12,Abruzzo
A810233351,63,F,Y,12,Puglia
A81020245,58,F,Y,15,Lombardia
A810233383,82,F,N,12,Lombardia
A810233412,69,F,Y,12,Veneto
A810233436,66,F,N,12,Veneto
A810233509,68,F,Y,12,Emilia-Romagna
A810233511,62,F,,.,
A810233527,77,F,Y,12,Lazio
A810233534,54,F,Y,12,Lazio
A81020263,126,F,,15,Lombardia
A810233545,71,F,,12,
A81020264,62,F,Y,15,Emilia-Romagna
A81020265,54,F,Y,15,Veneto
A810233584,69,F,Y,12,Piemonte
A810233585,53,F,Y,12,Calabria
A810233622,58,M,Y,12,Sicilia
A810233639,54,F,Y,12,Friuli-Venezia Giulia
A81020281,67,F,Y,15,Friuli-Venezia Giulia
A81020284,62,F,Y,15,Lombardia
A810233748,77,F,Y,12,Emilia-Romagna
A810233752,78,F,Y,12,Emilia-Romagna
A810233813,49,F,Y,12,Veneto
A810233822,75,F,Y,12,Basilicata
A810233831,80,F,Y,12,Lombardia
A810233853,79,F,Y,12,Lombardia
A81020296,54,F,Y,15,Veneto
A810233904,66,F,Y,12,Friuli-Venezia Giulia
A810233922,72,F,N,12,Piemonte
A810233956,63,F,Y,12,Lombardia
A810233959,68,F,Y,12,Lombardia
A810233981,51,F,Y,12,Veneto
A810234010,43,M,Y,12,Sicilia
A810234013,69,F,Y,12,Lombardia
A810234014,57,F,Y,12,Campania
A810234018,63,F,Y,12,Piemonte
A810234045,54,F,Y,12,Campania
A810234079,64,F,Y,12,Puglia
A81020318,87,F,N,15,Sardegna
A810234116,54,F,Y,12,Lazio
A810234152,87,F,N,12,Emilia-Romagna
A81020326,82,F,Y,15,Piemonte
A810234170,63,F,Y,12,Sicilia
A810234183,57,F,N,12,Friuli-Venezia Giulia
A810234193,55,F,N,12,Sicilia
A810234234,50,F,N,13,Liguria
A810234319,69,F,N,12,Campania
A810234323,57,F,Y,12,Trentino-Alto Adige
A810234324,78,F,N,12,Friuli-Venezia Giulia
A810234379,53,F,N,12,Sicilia
A810234396,62,F,Y,12,Liguria
A810234400,79,F,Y,12,Piemonte
A81020355,83,F,,.,
A810234462,75,F,Y,12,Piemonte
A810234514,56,F,Y,12,Lazio
A810234525,59,F,Y,12,Puglia
A810234533,70,F,Y,12,Veneto
A81020365,83,F,Y,15,Liguria
A810234582,54,F,Y,12,Veneto
A810234589,74,F,N,12,Veneto
A810234590,64,F,Y,12,Calabria
A810234591,53,F,Y,12,Campania
A810234611,78,F,N,12,Campania
A81020371,53,F,Y,15,Piemonte
A810234704,56,F,N,12,Sicilia
A810234708,66,F,N,12,Lombardia
A810234763,57,F,Y,12,Sicilia
A810234783,47,F,Y,12,Emilia-Romagna
A810234790,69,F,Y,12,Emilia-Romagna
A810234815,61,F,Y,12,Lombardia
A81020393,52,F,Y,15,Lombardia
A81020398,78,F,Y,15,Lombardia
A810234902,71,F,Y,12,Sicilia
A810234914,53,F,Y,12,Sardegna
A810234948,44,F,Y,12,Veneto
A81020406,75,F,Y,15,Lombardia
A810234992,75,F,N,12,Lazio
A810234996,51,F,N,12,Veneto
A810235000,67,F,Y,12,Lombardia
A810235002,62,F,Y,12,Piemonte
A810235008,69,F,N,12,Lombardia
A810235011,64,F,Y,12,Friuli-Venezia Giulia
A810235034,82,M,Y,12,Lombardia
A810235044,78,F,Y,12,Emilia-Romagna
A810235062,78,F,Y,12,Friuli-Venezia Giulia
A81020419,126,F,,15,Piemonte
A81020421,75,F,Y,15,Lombardia
A810235123,81,F,Y,12,Liguria
A810235128,54,F,Y,12,Lombardia
A810235155,60,F,Y,12,Calabria
A810235159,62,F,Y,12,Puglia
A810235170,70,F,Y,12,Toscana
A810235181,70,F,Y,12,Lazio
A81020428,52,F,Y,15,Puglia
A810235235,58,F,Y,12,Emilia-Romagna
A810235252,68,M,Y,12,Campania
A810235258,50,M,Y,12,Friuli-Venezia Giulia
A810235267,50,F,Y,12,Lombardia
A810235273,68,F,Y,12,Campania
A81020438,71,F,N,15,Lombardia
A810235296,59,F,N,14,Emilia-Romagna
A810235315,74,F,Y,12,Lombardia
A810235334,40,F,,12,Lombardia
A810235443,77,F,Y,12,Lazio
A810235445,67,F,Y,12,Lombardia
A810235474,63,F,Y,12,Abruzzo
A810235502,50,F,N,12,Piemonte
A810235503,45,F,Y,12,Lazio
A810235527,55,F,Y,12,Lombardia
A81020464,84,F,Y,15,Sicilia
A81020465,78,F,Y,15,Veneto
A810235576,41,F,Y,12,Friuli-Venezia Giulia
A810235581,48,F,Y,12,Piemonte
A810235602,56,F,Y,12,Basilicata
A810235621,59,F,Y,12,Trentino-Alto Adige
A810235631,67,F,N,12,Veneto
A81020474,56,F,Y,15,Veneto
A810235649,65,F,Y,12,Trentino-Alto Adige
A810235677,66,F,Y,12,Basilicata
A810235710,72,F,Y,12,Piemonte
A810235717,51,F,Y,12,Liguria
A810235725,61,F,Y,12,Liguria
A810235747,65,F,Y,12,Molise
A81020486,80,F,N,15,Lombardia
A810235779,65,F,N,12,Emilia-Romagna
A810235790,34,F,Y,12,Veneto
A810235821,70,F,N,13,Emilia-Romagna
A810235828,71,F,Y,12,Marche
A810235849,59,F,Y,12,Lombardia
A81020497,69,F,Y,15,Piemonte
A810235949,69,F,Y,12,Lombardia
A810235950,46,F,Y,12,Sicilia
A810235968,66,F,Y,12,Campania
A810235974,53,F,Y,12,Puglia
A810236013,67,F,Y,12,Sardegna
A810236018,77,F,Y,12,Friuli-Venezia Giulia
A810236045,69,F,Y,12,
A810236096,63,F,N,12,Abruzzo
A810236108,61,F,Y,12,Lombardia
A810236120,65,F,Y,12,Campania
A810236168,48,F,N,12,Lombardia
A810236181,61,M,Y,12,Lazio
A810236189,76,F,Y,12,Lombardia
A810236202,52,F,Y,12,Trentino-Alto Adige
A81020530,58,M,Y,15,Sardegna
A810236254,61,F,Y,12,Friuli-Venezia Giulia
A810236275,52,F,Y,12,Piemonte
A810236291,85,F,Y,12,Lazio
A810236297,59,F,Y,12,Lombardia
A810236323,74,F,Y,12,Emilia-Romagna
A810236326,57,F,Y,12,Emilia-Romagna
A810236330,86,F,Y,12,Piemonte
A810236338,55,F,Y,12,Lazio
A81020544,53,F,Y,15,Piemonte
A810236346,61,F,Y,12,Lazio
A810236354,67,F,Y,12,Friuli-Venezia Giulia
A810236364,57,F,N,12,Lombardia
A810236365,63,F,Y,12,Friuli-Venezia Giulia
A810236373,60,F,Y,12,Lazio
A810236409,61,F,Y,12,Lombardia
A81020556,56,F,Y,15,Veneto
A810236513,72,F,Y,12,Piemonte
A810236516,59,F,Y,12,Abruzzo
A810236543,71,F,Y,12,Lazio
A810236553,68,F,Y,12,Liguria
A810236559,62,F,,.,
A810236595,61,F,Y,12,Veneto
A810236622,76,F,,12,Piemonte
A810236637,64,F,Y,12,Emilia-Romagna
A810236660,48,F,Y,12,Puglia
A810236662,77,F,Y,12,Piemonte
A81020581,52,F,Y,15,Emilia-Romagna
A81020584,56,F,N,15,Valle d'Aosta
A810236746,74,F,Y,12,Emilia-Romagna
A810236757,83,F,Y,12,Lombardia
A810236773,52,F,Y,12,Sicilia
A810236819,47,F,Y,12,Lazio
A81020593,70,F,Y,15,Lombardia
A810236846,73,F,Y,12,Lombardia
A810236862,75,F,N,12,Marche
A810236869,59,F,Y,12,Sicilia
A810236911,57,F,N,12,Veneto
A810236913,66,F,Y,12,Campania
A810236967,78,F,N,12,Lazio
A81020609,64,F,Y,15,Liguria
A81020610,74,F,N,15,Lombardia
A810237019,52,F,Y,12,Trentino-Alto Adige
A810237033,64,F,Y,12,Calabria
A810237037,38,F,Y,12,Veneto
A810237057,66,F,Y,12,Lombardia
A810237062,62,F,,12,Lazio
A810237071,80,F,Y,12,Veneto
A810237073,53,F,Y,12,Emilia-Romagna
A810237111,78,F,Y,12,Veneto
A810237169,64,F,Y,12,Toscana
A810237191,71,F,Y,12,Trentino-Alto Adige
A810237199,71,F,Y,12,Puglia
A810237242,51,F,Y,12,Puglia
A810237270,52,F,Y,12,Lombardia
A81020645,75,F,Y,15,Veneto
A810237357,52,F,Y,12,Lombardia
A810237480,47,F,Y,12,Emilia-Romagna
A81020658,74,F,Y,15,Emilia-Romagna
A810237491,60,F,Y,12,Piemonte
A810237520,81,F,Y,12,Lazio
A810237530,53,F,Y,12,Calabria
A810237535,66,F,Y,12,Trentino-Alto Adige
A81020663,66,F,Y,15,Piemonte
A810237540,67,F,Y,12,Piemonte
A810237593,51,F,Y,12,Veneto
A81020669,89,F,Y,15,Puglia
A810237622,61,F,Y,12,Sicilia
A810237627,60,F,Y,12,Campania
A810237655,52,F,Y,12,Puglia
A81020675,75,F,Y,15,Lazio
A810237658,72,M,Y,12,Veneto
A810237679,54,F,Y,12,Puglia
A810237694,54,F,Y,12,Lazio
A810237718,70,F,Y,12,Marche
A810237725,68,F,Y,12,Puglia
A810237727,59,F,Y,12,Veneto
A810237749,70,F,Y,12,Lombardia
A810237759,52,F,Y,12,Veneto
A810237773,60,F,Y,12,Trentino-Alto Adige
A810237784,47,F,Y,12,Veneto
A810237789,85,F,N,12,Liguria
A810237795,58,F,Y,12,Friuli-Venezia Giulia
A81020690,61,F,Y,15,Piemonte
A810237829,55,F,Y,12,Friuli-Venezia Giulia
A810237848,41,F,,.,
A81020700,56,F,Y,15,Sardegna
A81020702,60,F,Y,15,Friuli-Venezia Giulia
A810237926,62,F,Y,9,Piemonte
A810237935,61,F,Y,12,Puglia
A810237952,57,F,Y,12,Friuli-Venezia Giulia
A810237963,36,F,Y,12,Friuli-Venezia Giulia
A810237987,56,F,Y,12,Puglia
A810237993,49,F,Y,12,Trentino-Alto Adige
A81020710,83,F,Y,15,Lombardia
A810238031,68,F,Y,12,Puglia
A810238069,68,F,N,12,Lazio
A810238075,65,F,Y,12,Lombardia
A810238082,64,F,Y,12,Liguria
A810238084,50,F,N,12,Veneto
A810238130,45,F,Y,12,Lazio
A810238138,78,F,Y,12,Campania
A810238144,92,F,Y,12,Marche
A810238158,54,F,Y,12,Toscana
A810238169,84,F,N,12,Lombardia
A810238198,62,F,Y,12,Toscana
A810238200,78,F,N,12,Friuli-Venezia Giulia
A810238201,46,F,Y,12,Friuli-Venezia Giulia
A810238264,80,F,N,12,Marche
A810238284,53,F,N,12,Piemonte
A810238300,65,F,Y,12,Calabria
A810238329,52,F,Y,12,Lombardia
A810238330,57,F,Y,12,Emilia-Romagna
A810238339,58,F,N,12,Marche
A810238341,61,F,Y,12,Estero
A810238353,75,F,Y,12,Estero
A810238355,60,F,Y,12,Trentino-Alto Adige
A810238364,74,F,Y,12,Toscana
A810238367,50,F,Y,12,Emilia-Romagna
A810238376,73,F,Y,12,Lazio
A810238389,70,F,N,12,Lombardia
A810238396,65,F,Y,12,Campania
A810238401,48,F,Y,14,Lombardia
A81020750,60,F,Y,15,Piemonte
A810238410,64,F,Y,12,Marche
A810238427,64,F,Y,12,Lombardia
A810238429,70,F,Y,12,Piemonte
A810238483,64,F,Y,12,Trentino-Alto Adige
A81020758,42,F,Y,15,Lazio
A810238486,52,F,Y,12,Puglia
A810238517,64,F,Y,12,Basilicata
A810238623,74,F,Y,12,Lombardia
A810238629,57,F,Y,12,Lombardia
A810238641,66,F,Y,12,Umbria
A810238647,65,F,N,12,Emilia-Romagna
A810238677,74,F,Y,12,Lombardia
A810238743,58,F,Y,12,Lombardia
A810238749,61,F,N,12,Piemonte
A810238772,81,F,N,12,Lombardia
A81020789,48,F,Y,15,Puglia
A810238831,62,F,Y,12,Sicilia
A810238860,71,F,Y,12,Toscana
A810238879,49,F,Y,12,Lombardia
A81020798,54,F,Y,15,Emilia-Romagna
A810238894,74,F,Y,12,Puglia
A810238896,46,F,Y,12,Veneto
A81020800,68,F,Y,15,Emilia-Romagna
A810238907,50,M,Y,12,Lombardia
A81020802,50,F,N,15,Basilicata
A810238931,52,F,Y,12,Emilia-Romagna
A810238945,64,F,Y,12,Basilicata
A810238949,58,M,Y,12,Lombardia
A810238963,47,F,,.,
A810238987,56,F,Y,12,Emilia-Romagna
A81020811,73,F,Y,15,
A810239040,62,F,Y,12,Campania
A810239095,62,F,Y,12,Emilia-Romagna
A810239113,63,F,Y,12,Lombardia
A81020821,58,F,Y,15,Lombardia
A810239132,64,F,Y,12,Piemonte
A810239146,59,F,Y,12,Calabria
A81020828,56,F,Y,15,Campania
A810239200,71,F,Y,12,Trentino-Alto Adige
A810239243,68,F,Y,12,Basilicata
A810239249,59,F,Y,12,Trentino-Alto Adige
A810239268,49,F,Y,12,Piemonte
A810239279,63,F,Y,12,Trentino-Alto Adige
A810239288,58,F,Y,12,Lombardia
A810239297,77,F,Y,12,Lazio
A810239301,53,F,Y,12,Veneto
A810239304,56,F,Y,12,Sardegna
A810239339,46,F,Y,12,Campania
A81020845,67,F,Y,15,Liguria
A810239364,77,F,Y,12,Calabria
A810239376,65,F,Y,12,Trentino-Alto Adige
A810239399,48,F,N,12,Emilia-Romagna
A810239416,49,F,Y,12,Marche
A810239424,45,F,Y,12,Toscana
A810239433,73,F,Y,12,Emilia-Romagna
A810239486,49,F,Y,12,Piemonte
A81020859,64,F,N,15,Lombardia
A810239505,59,F,Y,12,Lombardia
A810239510,78,F,Y,12,Calabria
A810239537,75,F,Y,12,Lazio
A810239567,46,F,N,12,Veneto
A810239595,64,F,Y,12,Piemonte
A810239603,54,F,N,12,Emilia-Romagna
A81020870,62,F,Y,15,Marche
A810239606,55,F,Y,12,Liguria
A810239615,69,F,Y,12,Friuli-Venezia Giulia
A810239655,64,F,Y,12,Toscana
A81020879,55,F,,15,Lombardia
A810239728,34,F,Y,12,Sardegna
A810239733,81,F,Y,12,Lombardia
A810239749,51,F,Y,12,Veneto
A81020886,53,F,Y,15,Emilia-Romagna
A810239816,54,F,Y,12,Liguria
A810239820,50,F,N,12,Toscana
A810239855,68,F,Y,12,Emilia-Romagna
A810239858,71,F,N,12,Sicilia
A81020900,70,F,Y,15,Lombardia
A810239921,66,F,Y,12,Sardegna
A810239923,69,F,Y,12,Veneto
A810239926,72,F,Y,12,Veneto
A810239957,72,F,N,12,Veneto
A810239984,54,F,Y,12,
A810240028,53,F,Y,12,Veneto
A810240124,58,F,Y,12,Veneto
A810240158,58,F,N,12,Toscana
A810240163,76,F,N,12,Lombardia
A810240172,64,F,Y,12,Piemonte
A81020929,81,F,Y,15,Emilia-Romagna
A810240216,58,F,Y,12,Lombardia
A810240220,69,F,Y,12,Lombardia
A810240229,71,F,Y,12,Puglia
A810240241,58,F,Y,12,Piemonte
A81020934,51,F,Y,15,Emilia-Romagna
A810240297,52,F,Y,12,Lombardia
A810240301,49,F,Y,12,Toscana
A810240303,55,F,Y,12,Lazio
A810240308,70,F,Y,12,Emilia-Romagna
A810240340,70,F,Y,12,Trentino-Alto Adige
A810240361,74,F,Y,12,Lombardia
A81020946,71,F,Y,15,Lombardia
A810240404,66,F,N,12,Lazio
A81020953,71,F,Y,15,Lombardia
A810240455,62,F,Y,12,Friuli-Venezia Giulia
A81020956,49,F,Y,15,Liguria
A810240471,45,F,Y,12,Sicilia
A810240509,74,F,Y,12,Veneto
A810240517,61,F,Y,12,Campania
A810240525,64,F,Y,12,Lazio
A810240540,71,F,Y,12,Liguria
A810240548,64,F,Y,12,Friuli-Venezia Giulia
A810240553,64,F,,.,
A81020967,59,F,Y,15,Veneto
A810240588,45,F,Y,12,Emilia-Romagna
A810240603,88,F,Y,12,Veneto
A810240637,89,F,Y,12,Friuli-Venezia Giulia
A810240650,78,F,Y,12,Friuli-Venezia Giulia
A810240654,74,F,Y,12,Abruzzo
A810240672,80,F,Y,12,Lombardia
A810240680,64,F,Y,12,Lombardia
A810240681,59,F,Y,12,Piemonte
A810240718,70,F,N,12,Abruzzo
A810240732,55,F,Y,12,Veneto
A810240750,68,F,Y,12,Piemonte
A810240760,82,F,Y,12,Lombardia
A810240774,63,F,N,12,Calabria
A81020987,57,F,Y,15,Emilia-Romagna
A810240779,76,F,Y,12,Campania
A810240785,62,F,Y,12,
A81020988,58,F,Y,15,Piemonte
A810240812,55,F,N,12,Friuli-Venezia Giulia
A810240813,67,F,Y,12,Lombardia
A810240828,81,F,Y,12,Toscana
A810240836,50,F,Y,12,Puglia
A810240837,44,F,Y,12,
A81020994,64,F,N,15,Lombardia
A810240855,56,F,Y,12,Sicilia
A81020995,73,F,Y,15,Puglia
A810240860,88,F,Y,12,Sicilia
A810240875,74,F,Y,12,Liguria
A810240886,47,F,Y,12,Veneto
A810240907,70,F,Y,12,Emilia-Romagna
A810240914,65,F,Y,12,Lazio
A810240949,70,F,Y,12,Puglia
A810240953,64,F,Y,12,Veneto
A81021005,43,F,Y,15,Puglia
A81021006,71,M,N,15,Lazio
A81021009,69,F,N,15,Toscana
A810241001,51,F,Y,12,Lombardia
A810241004,53,F,Y,12,Veneto
A810241016,61,F,Y,12,Sicilia
A810241037,49,F,Y,12,Puglia
A810241045,65,F,Y,12,Friuli-Venezia Giulia
A810241050,77,F,Y,12,Puglia
A81021015,68,F,N,15,Emilia-Romagna
A810241070,66,F,Y,12,Emilia-Romagna
A810241092,88,F,Y,12,Sicilia
A810241109,67,F,Y,12,Lombardia
A810241110,63,F,Y,12,Basilicata
A81021022,69,F,,15,Lombardia
A810241134,50,F,Y,12,Toscana
A810241162,80,F,N,12,Calabria
A810241182,62,F,Y,12,Emilia-Romagna
A810241184,66,F,Y,12,Abruzzo
A810241208,59,F,Y,12,Veneto
A81021033,71,F,Y,15,Calabria
A810241305,65,F,Y,12,Lombardia
A810241327,64,F,N,12,Calabria
A810241371,60,F,Y,12,Toscana
A810241381,70,F,Y,12,Abruzzo
A810241388,72,F,Y,12,Sicilia
A810241401,60,F,Y,12,Veneto
A810241421,59,F,Y,12,Friuli-Venezia Giulia
A810241444,55,F,Y,12,Lazio
A81021057,88,F,N,15,Lombardia
A810241476,71,F,,12,Sardegna
A81021058,73,F,Y,15,Lombardia
A810241525,61,F,Y,12,Veneto
A810241533,56,F,Y,12,Lombardia
A810241554,60,F,N,12,Liguria
A81021065,68,F,Y,15,Lombardia
A810241562,53,F,Y,12,Veneto
A810241565,63,M,Y,12,Puglia
A810241568,65,F,Y,12,Veneto
A810241629,73,F,N,12,Toscana
A810241658,63,F,Y,12,Lombardia
A810241661,54,F,Y,12,Lombardia
A810241666,65,F,N,12,Lombardia
A810241734,68,F,Y,12,Piemonte
A810241743,66,F,Y,12,Toscana
A810241765,49,F,Y,12,Emilia-Romagna
A810241771,81,F,Y,12,Campania
A810241774,68,F,N,12,Piemonte
A810241780,61,F,Y,12,Puglia
A81021089,67,F,Y,15,Veneto
A81021091,71,F,Y,15,Veneto
A810241842,68,F,Y,12,Puglia
A810241845,72,F,Y,11,Lombardia
A81021095,64,F,Y,15,Campania
A810241872,55,F,Y,12,
A810241875,58,F,N,12,Veneto
A81021098,53,F,Y,15,Emilia-Romagna
A81021099,76,F,Y,15,Lazio
A81021100,47,F,Y,15,Veneto
A810241925,50,F,Y,12,Basilicata
A810241945,77,F,Y,12,Friuli-Venezia Giulia
A810241948,68,F,Y,12,Lombardia
A810241950,55,F,N,12,Lazio
A810241959,43,M,N,12,Veneto
A810242016,81,F,Y,12,Friuli-Venezia Giulia
A810242019,58,F,Y,12,Umbria
A810242032,63,F,Y,12,Campania
A810242056,55,F,Y,12,Umbria
A810242073,59,F,Y,12,Emilia-Romagna
A810242084,57,F,Y,12,Lazio
A810242124,70,F,Y,12,Lombardia
A81021122,49,F,Y,15,Lombardia
A810242153,86,F,N,12,Friuli-Venezia Giulia
A810242176,58,F,Y,12,Lazio
A810242200,53,F,Y,12,Veneto
A810242226,67,F,N,12,Lombardia
A810242303,80,F,Y,12,Lombardia
A810242314,57,F,,.,
A810242355,58,F,N,12,Abruzzo
A810242369,56,F,Y,12,Campania
A81021148,62,F,N,15,Lazio
A810242405,38,F,N,12,Emilia-Romagna
A81021156,60,F,Y,15,Lombardia
A810242487,78,F,N,12,Toscana
A81021159,61,F,Y,15,Piemonte
A810242498,57,F,Y,12,Lazio
A81021162,75,F,Y,15,Emilia-Romagna
A810242535,52,F,,12,Puglia
A81021163,65,F,N,15,Liguria
A810242562,57,F,Y,12,Lombardia
A81021166,79,F,Y,15,Lombardia
A81021168,58,F,Y,15,Trentino-Alto Adige
A810242664,63,F,Y,12,Sicilia
A810242746,47,F,Y,12,Sicilia
A810242775,87,F,Y,12,Lombardia
A81021189,84,F,Y,15,Lombardia
A81021190,71,F,Y,15,Sicilia
A810242824,54,F,Y,12,Lombardia
A810242848,56,F,Y,12,Emilia-Romagna
A81021197,58,F,Y,15,Piemonte
A810242884,65,F,Y,12,Puglia
A810242929,50,F,Y,12,Lombardia
A810242931,51,F,Y,12,Veneto
A810242994,73,F,Y,12,Sardegna
A810243003,58,F,N,12,Abruzzo
A810243065,54,F,Y,12,Piemonte
A810243074,47,F,N,12,Toscana
A810243083,78,M,Y,12,Lombardia
A810243108,54,F,N,12,Abruzzo
A81021221,56,F,Y,15,Piemonte
A810243119,80,F,Y,12,Marche
A810243150,57,F,Y,12,Lazio
A810243169,69,F,Y,12,Piemonte
A81021228,77,F,Y,15,Piemonte
A810243210,52,F,N,12,Veneto
A810243222,71,F,Y,12,Sicilia
A810243224,78,F,Y,12,Calabria
A81021232,72,F,Y,15,Campania
A810243228,75,F,Y,12,Lombardia
A810243249,80,F,Y,12,Sicilia
A810243257,63,F,Y,12,Puglia
A810243274,64,F,N,12,Sardegna
A810243289,53,F,Y,12,Veneto
A810243316,52,F,,12,Liguria
A810243335,53,F,N,12,Veneto
A810243361,50,F,Y,12,Marche
A810243366,69,F,Y,12,Lombardia
A810243399,53,F,,.,
A810243441,67,F,Y,12,Veneto
A81021257,77,F,Y,15,Emilia-Romagna
A810243476,77,F,Y,12,Lombardia
A810243477,61,F,Y,12,Lombardia
A810243504,70,F,Y,12,Friuli-Venezia Giulia
A810243508,69,M,Y,12,Liguria
A810243540,70,F,Y,12,Sardegna
A810243553,77,F,Y,12,Sicilia
A810243599,67,F,N,12,Lazio
A810243614,59,F,N,12,Emilia-Romagna
A810243645,80,F,Y,12,Lazio
A810243713,70,F,N,12,Piemonte
A810243725,69,F,Y,12,Lazio
A810243736,74,F,Y,12,Lazio
A810243740,75,F,Y,12,Lombardia
A810243759,68,F,Y,12,Liguria
A810243786,75,F,Y,12,Veneto
A810243803,59,F,Y,12,Lazio
A810243808,51,F,Y,12,Friuli-Venezia Giulia
A810243809,46,F,Y,12,Veneto
A810243838,72,F,N,12,Lombardia
A81021294,57,F,Y,15,Lombardia
A810243866,65,F,Y,12,Piemonte
A810243910,78,F,Y,12,Liguria
A810243925,77,F,Y,12,Lazio
A810243933,82,M,Y,12,Molise
A810244010,52,F,Y,12,Campania
A810244026,72,F,Y,12,Emilia-Romagna
A810244063,71,F,Y,12,Campania
A810244091,44,F,N,12,Veneto
A810244157,62,F,Y,12,Liguria
A810244172,53,F,Y,12,Lombardia
A810244218,60,F,Y,12,Veneto
A810244220,62,F,Y,12,Lazio
A810244239,56,F,Y,12,Lombardia
A810244260,73,F,N,12,Toscana
A81021336,59,F,Y,15,Puglia
A810244286,73,F,Y,12,Marche
A810244291,65,F,Y,12,Campania
A810244292,64,F,Y,12,Piemonte
A81021340,64,F,N,15,Lazio
A810244308,78,F,Y,12,Campania
A810244337,67,F,Y,12,Veneto
A810244350,62,F,Y,12,Emilia-Romagna
A810244359,49,F,Y,12,Puglia
A810244376,55,F,Y,12,Lombardia
A810244388,69,F,Y,12,Veneto
A810244406,74,F,Y,12,Toscana
A810244468,60,F,N,12,Emilia-Romagna
A810244477,62,F,Y,12,Lombardia
A810244482,50,F,Y,12,Lombardia
A810244483,67,F,Y,12,Sardegna
A81021358,78,F,Y,15,Puglia
A810244501,67,F,Y,12,Lazio
A810244513,60,F,Y,12,Piemonte
A81021366,62,F,Y,15,Lombardia
A810244597,58,F,Y,12,Lazio
A810244651,68,F,Y,12,Calabria
A810244701,80,F,N,12,Emilia-Romagna
A81021381,55,F,Y,15,Lombardia
A810244717,55,F,Y,12,Marche
A810244759,65,F,Y,12,Marche
A81021387,60,F,Y,15,Emilia-Romagna
A810244783,33,F,Y,12,Lombardia
A810244847,75,F,Y,12,Campania
A810244873,47,F,Y,12,Lombardia
A810245002,70,F,Y,12,Veneto
A810245007,61,F,Y,12,Lombardia
A810245015,72,F,Y,12,Calabria
A810245029,57,F,Y,12,Piemonte
A810245055,69,F,Y,12,Sardegna
A810245059,54,F,Y,12,Puglia
A810245075,79,F,Y,12,Friuli-Venezia Giulia
A810245079,54,F,Y,12,Lazio
A810245080,50,F,Y,12,Lombardia
A810245089,46,F,Y,12,Toscana
A810245110,60,F,Y,12,Lombardia
A810245115,47,F,Y,12,Piemonte
A810245124,54,F,N,12,Puglia
A810245135,57,F,Y,12,Veneto
A810245143,58,F,Y,12,Umbria
A810245153,64,F,Y,12,Toscana
A810245220,38,F,Y,12,Campania
A810245223,49,F,Y,12,Marche
A81021440,60,F,Y,15,Lombardia
A810245315,74,F,Y,12,Emilia-Romagna
A810245354,52,F,Y,12,Veneto
A810245361,78,F,Y,12,Sicilia
A810245397,78,F,N,12,Lombardia
A810245401,49,F,Y,4,Calabria
A810245404,71,F,Y,12,Liguria
A810245409,69,F,Y,12,Sardegna
A810245417,57,F,Y,12,Emilia-Romagna
A810245418,59,F,N,12,Lazio
A810245431,70,F,N,12,Toscana
A810245457,60,F,Y,12,Sicilia
A810245476,70,F,Y,12,Lombardia
A810245485,53,F,Y,12,Veneto
A810245509,66,F,Y,12,Emilia-Romagna
A810245511,60,F,Y,12,Sicilia
A81021461,57,F,Y,15,Puglia
A810245532,70,F,Y,12,Lombardia
A81021463,63,F,,.,
A810245537,72,F,Y,12,Puglia
